Date,count,location,rate
04/17/2020,48,SOUTH PARK,126.45
04/17/2020,38,BALDWIN HILLS,122.09
04/17/2020,8,RANCHO PARK,121.95
04/17/2020,113,VAN NUYS,121.25
04/17/2020,36,DEL REY,120.26
04/17/2020,62,KOREATOWN,119.94
04/17/2020,62,WINNETKA,119.72
04/17/2020,59,WILSHIRE CENTER,117.6
04/17/2020,80,WOODLAND HILLS,117.55
04/17/2020,21,MIRACLE MILE,116.76
04/17/2020,40,ARLETA,116.38
04/17/2020,89,RESEDA,116.16
04/17/2020,10,FIGUEROA PARK SQUARE,114.67
04/17/2020,42,CHATSWORTH,113.33
04/17/2020,8,CADILLAC-CORNING,112.34
04/17/2020,11,THAI TOWN,112.14
04/17/2020,12,GRAMERCY PLACE,111.48
04/17/2020,46,EL SERENO,110.03
04/17/2020,52,FLORENCE-FIRESTONE,109.6
04/17/2020,81,PANORAMA CITY,107.64
04/17/2020,44,LAKE BALBOA,104.25
04/17/2020,28,DOWNTOWN,101.79
04/17/2020,153,NORTH HOLLYWOOD,101.04
04/17/2020,38,WEST LOS ANGELES,100.97
04/17/2020,11,PLAYA VISTA,100.48
04/17/2020,0,TOLUCA TERRACE,0.0
04/17/2020,0,BROOKSIDE,0.0
04/17/2020,0,SYCAMORE SQUARE,0.0
04/17/2020,0,HARBOR PINES,0.0
04/18/2020,35,PORTER RANCH,98.35
04/18/2020,10,ELYSIAN VALLEY,98.32
04/18/2020,35,WHOLESALE DISTRICT,96.88
04/18/2020,75,SAN PEDRO,96.11
04/18/2020,46,HIGHLAND PARK,95.06
04/18/2020,39,MAR VISTA,91.83
04/18/2020,39,WATTS,91.39
04/18/2020,39,HARBOR GATEWAY,89.45
04/18/2020,26,HARBOR CITY,89.44
04/18/2020,13,CLOVERDALE/COCHRAN,89.33
04/18/2020,49,WILMINGTON,86.75
04/18/2020,24,TUJUNGA,86.3
04/18/2020,43,WESTCHESTER,83.33
04/18/2020,34,VERMONT VISTA,82.55
04/18/2020,11,PARK LA BREA,81.0
04/18/2020,7,TOLUCA LAKE,80.42
04/18/2020,10,ALSACE,80.35
04/18/2020,26,LINCOLN HEIGHTS,79.76
04/18/2020,69,BOYLE HEIGHTS,79.42
04/18/2020,11,ECHO PARK,77.16
04/18/2020,11,ATWATER VILLAGE,75.0
04/18/2020,60,LITTLE ARMENIA,747.66
04/18/2020,29,WEST HILLS,71.53
04/18/2020,38,WESTWOOD,70.23
04/18/2020,16,MT. WASHINGTON,66.27
04/18/2020,5,JEFFERSON PARK,61.93
04/18/2020,47,CRESTVIEW,413.44
04/18/2020,54,HANCOCK PARK,316.92
04/18/2020,45,CARTHAY,313.31
04/18/2020,235,MELROSE,302.46
04/18/2020,21,VERMONT SQUARE,274.26
04/18/2020,22,BEL AIR,261.0
04/18/2020,20,VICTORIA PARK,238.12
04/18/2020,72,GLASSELL PARK,227.82
04/18/2020,64,EAST HOLLYWOOD,218.53
04/18/2020,27,BEVERLY CREST,215.57
04/18/2020,32,COUNTRY CLUB PARK,211.18
04/18/2020,58,WEST ADAMS,209.92
04/18/2020,87,PICO-UNION,207.93
04/18/2020,90,SILVERLAKE,204.16
04/18/2020,26,CENTURY CITY,203.25
04/18/2020,21,SOUTH CARTHAY,198.21
04/18/2020,16,ADAMS-NORMANDIE,195.07
04/18/2020,9,RESEDA RANCH,194.13
04/18/2020,39,SUNLAND,191.1
04/18/2020,130,HOLLYWOOD,190.47
04/18/2020,26,CRENSHAW DISTRICT,188.01
04/18/2020,58,BRENTWOOD,187.37
04/18/2020,8,MARINA PENINSULA,183.49
04/18/2020,45,VALLEY VILLAGE,182.04
04/18/2020,25,HISTORIC FILIPINOTOWN,180.25
04/18/2020,27,MID-CITY,179.64
04/18/2020,96,WEST VERNON,178.96
04/18/2020,145,SYLMAR,175.98
04/18/2020,8,LAFAYETTE SQUARE,175.48
04/18/2020,104,WESTLAKE,175.22
04/18/2020,23,BEVERLYWOOD,174.6
04/18/2020,51,TARZANA,165.18
04/18/2020,65,TEMPLE-BEAUDRY,164.63
04/18/2020,72,PALMS,164.1
04/18/2020,25,LEIMERT PARK,164.1
04/18/2020,48,HOLLYWOOD HILLS,163.08
04/18/2020,29,HARVARD HEIGHTS,160.8
04/18/2020,21,LAKEVIEW TERRACE,159.9
04/18/2020,103,CANOGA PARK,157.76
04/18/2020,7,SHADOW HILLS,157.59
04/18/2020,33,PACIFIC PALISADES,155.0
04/18/2020,36,MISSION HILLS,149.23
04/18/2020,58,CENTRAL,148.75
04/18/2020,66,EXPOSITION PARK,146.94
04/18/2020,41,LITTLE BANGLADESH,144.66
04/18/2020,6,REYNIER VILLAGE,141.91
04/18/2020,42,VALLEY GLEN,139.93
04/18/2020,53,SOUTH PARK,139.62
04/18/2020,15,GRAMERCY PLACE,139.35
04/18/2020,12,FIGUEROA PARK SQUARE,137.6
04/18/2020,5,VIEW HEIGHTS,135.35
04/18/2020,53,EAGLE ROCK,133.88
04/18/2020,23,VERMONT KNOLLS,133.72
04/18/2020,60,ENCINO,132.83
04/18/2020,68,KOREATOWN,131.55
04/18/2020,12,CHEVIOT HILLS,130.85
04/18/2020,67,WINNETKA,129.38
04/18/2020,23,MIRACLE MILE,127.88
04/18/2020,38,DEL REY,126.94
04/18/2020,9,CADILLAC-CORNING,126.39
04/18/2020,117,VAN NUYS,125.54
04/18/2020,96,RESEDA,125.3
04/18/2020,39,BALDWIN HILLS,125.3
04/18/2020,34,UNIVERSITY PARK,123.83
04/18/2020,62,WILSHIRE CENTER,123.58
04/18/2020,42,ARLETA,122.2
04/18/2020,6,WELLINGTON SQUARE,122.08
04/18/2020,51,EL SERENO,121.99
04/18/2020,8,RANCHO PARK,121.95
04/18/2020,91,PANORAMA CITY,120.93
04/18/2020,82,WOODLAND HILLS,120.49
04/18/2020,44,CHATSWORTH,118.72
04/18/2020,56,FLORENCE-FIRESTONE,118.03
04/18/2020,5,LONGWOOD,116.17
04/18/2020,31,DOWNTOWN,112.7
04/18/2020,11,THAI TOWN,112.14
04/18/2020,77,NORTHRIDGE,110.32
04/18/2020,12,PLAYA VISTA,109.62
04/18/2020,41,HARVARD PARK,108.08
04/18/2020,162,NORTH HOLLYWOOD,106.99
04/18/2020,24,STUDIO CITY,106.95
04/18/2020,23,GREEN MEADOWS,106.95
04/18/2020,45,LAKE BALBOA,106.62
04/18/2020,55,VERNON CENTRAL,105.77
04/18/2020,6,ELYSIAN PARK,105.04
04/18/2020,80,PACOIMA,103.92
04/18/2020,35,CENTURY PALMS/COVE,103.65
04/18/2020,39,WEST LOS ANGELES,103.62
04/18/2020,35,VENICE,103.29
04/18/2020,22,LOS FELIZ,101.81
04/18/2020,29,HYDE PARK,101.61
04/18/2020,59,GRANADA HILLS,101.39
04/18/2020,53,SUN VALLEY,100.99
04/18/2020,88,SHERMAN OAKS,100.85
04/18/2020,62,NORTH HILLS,100.69
04/18/2020,0,TOLUCA TERRACE,0.0
04/18/2020,0,BROOKSIDE,0.0
04/18/2020,0,HARBOR PINES,0.0
04/18/2020,0,SYCAMORE SQUARE,0.0
04/19/2020,10,ELYSIAN VALLEY,98.32
04/19/2020,76,SAN PEDRO,97.39
04/19/2020,47,HIGHLAND PARK,97.13
04/19/2020,34,WHOLESALE DISTRICT,94.11
04/19/2020,40,WATTS,93.73
04/19/2020,39,MAR VISTA,91.83
04/19/2020,39,HARBOR GATEWAY,89.45
04/19/2020,26,HARBOR CITY,89.44
04/19/2020,13,CLOVERDALE/COCHRAN,89.33
04/19/2020,11,ALSACE,88.39
04/19/2020,49,WILMINGTON,86.75
04/19/2020,24,TUJUNGA,86.3
04/19/2020,44,WESTCHESTER,85.27
04/19/2020,35,VERMONT VISTA,84.98
04/19/2020,73,BOYLE HEIGHTS,84.02
04/19/2020,27,LINCOLN HEIGHTS,82.83
04/19/2020,11,PARK LA BREA,81.0
04/19/2020,7,TOLUCA LAKE,80.42
04/19/2020,63,LITTLE ARMENIA,785.05
04/19/2020,11,ECHO PARK,77.16
04/19/2020,11,ATWATER VILLAGE,75.0
04/19/2020,29,WEST HILLS,71.53
04/19/2020,17,MT. WASHINGTON,70.41
04/19/2020,38,WESTWOOD,70.23
04/19/2020,5,JEFFERSON PARK,61.93
04/19/2020,47,CRESTVIEW,413.44
04/19/2020,48,CARTHAY,334.19
04/19/2020,54,HANCOCK PARK,316.92
04/19/2020,239,MELROSE,307.61
04/19/2020,21,VERMONT SQUARE,274.26
04/19/2020,23,BEL AIR,272.87
04/19/2020,20,VICTORIA PARK,238.12
04/19/2020,69,EAST HOLLYWOOD,235.6
04/19/2020,72,GLASSELL PARK,227.82
04/19/2020,28,BEVERLY CREST,223.55
04/19/2020,91,PICO-UNION,217.48
04/19/2020,60,WEST ADAMS,217.16
04/19/2020,32,COUNTRY CLUB PARK,211.18
04/19/2020,27,CENTURY CITY,211.07
04/19/2020,28,CRENSHAW DISTRICT,202.47
04/19/2020,89,SILVERLAKE,201.89
04/19/2020,28,HISTORIC FILIPINOTOWN,201.87
04/19/2020,21,SOUTH CARTHAY,198.21
04/19/2020,40,SUNLAND,196.0
04/19/2020,16,ADAMS-NORMANDIE,195.07
04/19/2020,9,RESEDA RANCH,194.13
04/19/2020,114,WESTLAKE,192.06
04/19/2020,131,HOLLYWOOD,191.93
04/19/2020,58,BRENTWOOD,187.37
04/19/2020,46,VALLEY VILLAGE,186.08
04/19/2020,8,MARINA PENINSULA,183.49
04/19/2020,97,WEST VERNON,180.82
04/19/2020,27,MID-CITY,179.64
04/19/2020,147,SYLMAR,178.4
04/19/2020,8,LAFAYETTE SQUARE,175.48
04/19/2020,23,BEVERLYWOOD,174.6
04/19/2020,50,HOLLYWOOD HILLS,169.87
04/19/2020,67,TEMPLE-BEAUDRY,169.7
04/19/2020,73,PALMS,166.37
04/19/2020,108,CANOGA PARK,165.42
04/19/2020,51,TARZANA,165.18
04/19/2020,25,LEIMERT PARK,164.1
04/19/2020,29,HARVARD HEIGHTS,160.8
04/19/2020,21,LAKEVIEW TERRACE,159.9
04/19/2020,7,SHADOW HILLS,157.59
04/19/2020,33,PACIFIC PALISADES,155.0
04/19/2020,69,EXPOSITION PARK,153.62
04/19/2020,37,MISSION HILLS,153.37
04/19/2020,59,CENTRAL,151.31
04/19/2020,13,FIGUEROA PARK SQUARE,149.07
04/19/2020,42,LITTLE BANGLADESH,148.18
04/19/2020,44,VALLEY GLEN,146.59
04/19/2020,6,REYNIER VILLAGE,141.91
04/19/2020,53,SOUTH PARK,139.62
04/19/2020,15,GRAMERCY PLACE,139.35
04/19/2020,71,KOREATOWN,137.35
04/19/2020,5,VIEW HEIGHTS,135.35
04/19/2020,23,VERMONT KNOLLS,133.72
04/19/2020,24,MIRACLE MILE,133.44
04/19/2020,124,VAN NUYS,133.06
04/19/2020,60,ENCINO,132.83
04/19/2020,52,EAGLE ROCK,131.35
04/19/2020,12,CHEVIOT HILLS,130.85
04/19/2020,67,WINNETKA,129.38
04/19/2020,99,RESEDA,129.21
04/19/2020,40,BALDWIN HILLS,128.51
04/19/2020,35,UNIVERSITY PARK,127.48
04/19/2020,38,DEL REY,126.94
04/19/2020,9,CADILLAC-CORNING,126.39
04/19/2020,63,WILSHIRE CENTER,125.57
04/19/2020,94,PANORAMA CITY,124.92
04/19/2020,84,WOODLAND HILLS,123.43
04/19/2020,42,ARLETA,122.2
04/19/2020,6,WELLINGTON SQUARE,122.08
04/19/2020,51,EL SERENO,121.99
04/19/2020,8,RANCHO PARK,121.95
04/19/2020,44,CHATSWORTH,118.72
04/19/2020,56,FLORENCE-FIRESTONE,118.03
04/19/2020,5,LONGWOOD,116.17
04/19/2020,59,VERNON CENTRAL,113.47
04/19/2020,79,NORTHRIDGE,113.19
04/19/2020,31,DOWNTOWN,112.7
04/19/2020,11,THAI TOWN,112.14
04/19/2020,42,HARVARD PARK,110.72
04/19/2020,12,PLAYA VISTA,109.62
04/19/2020,37,VENICE,109.19
04/19/2020,31,HYDE PARK,108.62
04/19/2020,164,NORTH HOLLYWOOD,108.31
04/19/2020,24,STUDIO CITY,106.95
04/19/2020,23,GREEN MEADOWS,106.95
04/19/2020,45,LAKE BALBOA,106.62
04/19/2020,36,CENTURY PALMS/COVE,106.62
04/19/2020,40,WEST LOS ANGELES,106.28
04/19/2020,6,ELYSIAN PARK,105.04
04/19/2020,61,GRANADA HILLS,104.83
04/19/2020,55,SUN VALLEY,104.8
04/19/2020,80,PACOIMA,103.92
04/19/2020,89,SHERMAN OAKS,102.0
04/19/2020,22,LOS FELIZ,101.81
04/19/2020,36,PORTER RANCH,101.16
04/19/2020,62,NORTH HILLS,100.69
04/19/2020,0,BROOKSIDE,0.0
04/19/2020,0,TOLUCA TERRACE,0.0
04/19/2020,0,HARBOR PINES,0.0
04/19/2020,0,SYCAMORE SQUARE,0.0
04/21/2020,8,MANCHESTER SQUARE,93.72
04/21/2020,13,ECHO PARK,91.19
04/21/2020,72,LITTLE ARMENIA,897.2
04/21/2020,35,WEST HILLS,86.32
04/21/2020,11,PARK LA BREA,81.0
04/21/2020,42,WESTWOOD,77.62
04/21/2020,6,JEFFERSON PARK,74.32
04/21/2020,55,CRESTVIEW,483.81
04/21/2020,54,CARTHAY,375.97
04/21/2020,61,HANCOCK PARK,358.0
04/21/2020,265,MELROSE,341.07
04/21/2020,25,VERMONT SQUARE,326.5
04/21/2020,26,VICTORIA PARK,309.56
04/21/2020,26,BEL AIR,308.46
04/21/2020,126,PICO-UNION,301.13
04/21/2020,41,CRENSHAW DISTRICT,296.48
04/21/2020,44,COUNTRY CLUB PARK,290.37
04/21/2020,87,GLASSELL PARK,275.28
04/21/2020,36,LAKEVIEW TERRACE,274.12
04/21/2020,80,EAST HOLLYWOOD,273.16
04/21/2020,75,WEST ADAMS,271.44
04/21/2020,103,TEMPLE-BEAUDRY,260.88
04/21/2020,150,WESTLAKE,252.72
04/21/2020,31,BEVERLY CREST,247.5
04/21/2020,34,HISTORIC FILIPINOTOWN,245.13
04/21/2020,60,VALLEY VILLAGE,242.72
04/21/2020,11,RESEDA RANCH,237.27
04/21/2020,195,SYLMAR,236.66
04/21/2020,157,HOLLYWOOD,230.02
04/21/2020,123,WEST VERNON,229.29
04/21/2020,29,CENTURY CITY,226.7
04/21/2020,34,MID-CITY,226.21
04/21/2020,46,SUNLAND,225.4
04/21/2020,10,SHADOW HILLS,225.12
04/21/2020,145,CANOGA PARK,222.09
04/21/2020,29,BEVERLYWOOD,220.15
04/21/2020,97,SILVERLAKE,220.04
04/21/2020,22,SOUTH CARTHAY,207.65
04/21/2020,17,ADAMS-NORMANDIE,207.27
04/21/2020,9,MARINA PENINSULA,206.42
04/21/2020,61,TARZANA,197.56
04/21/2020,9,LAFAYETTE SQUARE,197.41
04/21/2020,61,BRENTWOOD,197.06
04/21/2020,46,MISSION HILLS,190.68
04/21/2020,54,LITTLE BANGLADESH,190.52
04/21/2020,57,VALLEY GLEN,189.9
04/21/2020,74,CENTRAL,189.78
04/21/2020,141,PANORAMA CITY,187.38
04/21/2020,82,PALMS,186.89
04/21/2020,8,LONGWOOD,185.87
04/21/2020,83,EXPOSITION PARK,184.79
04/21/2020,172,VAN NUYS,184.56
04/21/2020,70,SOUTH PARK,184.4
04/21/2020,16,FIGUEROA PARK SQUARE,183.47
04/21/2020,53,HOLLYWOOD HILLS,180.06
04/21/2020,93,KOREATOWN,179.91
04/21/2020,32,MIRACLE MILE,177.93
04/21/2020,32,HARVARD HEIGHTS,177.43
04/21/2020,87,VERNON CENTRAL,167.31
04/21/2020,18,GRAMERCY PLACE,167.22
04/21/2020,126,RESEDA,164.45
04/21/2020,25,LEIMERT PARK,164.1
04/21/2020,15,CHEVIOT HILLS,163.56
04/21/2020,56,ARLETA,162.93
04/21/2020,28,VERMONT KNOLLS,162.79
04/21/2020,6,VIEW HEIGHTS,162.43
04/21/2020,84,WINNETKA,162.21
04/21/2020,73,ENCINO,161.6
04/21/2020,63,EAGLE ROCK,159.14
04/21/2020,60,HARVARD PARK,158.17
04/21/2020,74,FLORENCE-FIRESTONE,155.97
04/21/2020,33,PACIFIC PALISADES,155.0
04/21/2020,11,CADILLAC-CORNING,154.47
04/21/2020,42,UNIVERSITY PARK,152.97
04/21/2020,63,VERMONT VISTA,152.96
04/21/2020,117,PACOIMA,151.99
04/21/2020,22,CLOVERDALE/COCHRAN,151.17
04/21/2020,93,NORTH HILLS,151.04
04/21/2020,32,GREEN MEADOWS,148.8
04/21/2020,50,CENTURY PALMS/COVE,148.08
04/21/2020,16,PLAYA VISTA,146.16
04/21/2020,54,CHATSWORTH,145.71
04/21/2020,101,NORTHRIDGE,144.71
04/21/2020,43,DEL REY,143.64
04/21/2020,60,EL SERENO,143.51
04/21/2020,6,REYNIER VILLAGE,141.91
04/21/2020,71,WILSHIRE CENTER,141.52
04/21/2020,44,BALDWIN HILLS,141.37
04/21/2020,81,GRANADA HILLS,139.2
04/21/2020,14,ELYSIAN VALLEY,137.65
04/21/2020,9,RANCHO PARK,137.2
04/21/2020,93,WOODLAND HILLS,136.65
04/21/2020,29,LOS FELIZ,134.21
04/21/2020,116,BOYLE HEIGHTS,133.51
04/21/2020,70,SUN VALLEY,133.38
04/21/2020,200,NORTH HOLLYWOOD,132.08
04/21/2020,56,WATTS,131.23
04/21/2020,36,DOWNTOWN,130.88
04/21/2020,37,HYDE PARK,129.64
04/21/2020,16,ALSACE,128.57
04/21/2020,46,WHOLESALE DISTRICT,127.32
04/21/2020,35,TUJUNGA,125.85
04/21/2020,53,LAKE BALBOA,125.57
04/21/2020,40,LINCOLN HEIGHTS,122.71
04/21/2020,7,ELYSIAN PARK,122.55
04/21/2020,12,THAI TOWN,122.34
04/21/2020,46,WEST LOS ANGELES,122.22
04/21/2020,6,WELLINGTON SQUARE,122.08
04/21/2020,40,VENICE,118.05
04/21/2020,42,PORTER RANCH,118.02
04/21/2020,17,ATWATER VILLAGE,115.91
04/21/2020,26,STUDIO CITY,115.86
04/21/2020,90,SAN PEDRO,115.33
04/21/2020,97,SHERMAN OAKS,111.17
04/21/2020,48,HARBOR GATEWAY,110.09
04/21/2020,32,HARBOR CITY,110.08
04/21/2020,5,ST ELMO VILLAGE,109.08
04/21/2020,52,HIGHLAND PARK,107.46
04/21/2020,60,WILMINGTON,106.22
04/21/2020,45,MAR VISTA,105.95
04/21/2020,25,MT. WASHINGTON,103.54
04/21/2020,9,TOLUCA LAKE,103.4
04/21/2020,53,WESTCHESTER,102.71
04/21/2020,0,SYCAMORE SQUARE,0.0
04/21/2020,0,TOLUCA TERRACE,0.0
04/21/2020,0,HARBOR PINES,0.0
04/21/2020,0,ANGELES NATIONAL FOREST,0.0
04/21/2020,0,BROOKSIDE,0.0
04/22/2020,14,ECHO PARK,98.2
04/22/2020,38,WEST HILLS,93.72
04/22/2020,74,LITTLE ARMENIA,922.12
04/22/2020,11,PARK LA BREA,81
04/22/2020,42,WESTWOOD,77.62
04/22/2020,6,JEFFERSON PARK,74.32
04/22/2020,57,CRESTVIEW,501.41
04/22/2020,56,CARTHAY,389.89
04/22/2020,29,VERMONT SQUARE,378.74
04/22/2020,281,MELROSE,361.67
04/22/2020,60,HANCOCK PARK,352.13
04/22/2020,28,VICTORIA PARK,333.37
04/22/2020,50,COUNTRY CLUB PARK,329.97
04/22/2020,27,BEL AIR,320.32
04/22/2020,133,PICO-UNION,317.86
04/22/2020,43,CRENSHAW DISTRICT,310.94
04/22/2020,91,EAST HOLLYWOOD,310.72
04/22/2020,40,LAKEVIEW TERRACE,304.58
04/22/2020,92,GLASSELL PARK,291.1
04/22/2020,112,TEMPLE-BEAUDRY,283.67
04/22/2020,78,WEST ADAMS,282.3
04/22/2020,13,RESEDA RANCH,280.41
04/22/2020,164,WESTLAKE,276.3
04/22/2020,38,HISTORIC FILIPINOTOWN,273.97
04/22/2020,220,SYLMAR,267
04/22/2020,66,VALLEY VILLAGE,266.99
04/22/2020,167,CANOGA PARK,255.79
04/22/2020,52,SUNLAND,254.8
04/22/2020,133,WEST VERNON,247.93
04/22/2020,11,SHADOW HILLS,247.64
04/22/2020,31,BEVERLY CREST,247.5
04/22/2020,166,HOLLYWOOD,243.21
04/22/2020,6,ANGELINO HEIGHTS,239.81
04/22/2020,30,CENTURY CITY,234.52
04/22/2020,19,ADAMS-NORMANDIE,231.65
04/22/2020,30,BEVERLYWOOD,227.74
04/22/2020,34,MID-CITY,226.21
04/22/2020,166,PANORAMA CITY,220.6
04/22/2020,97,SILVERLAKE,220.04
04/22/2020,112,VERNON CENTRAL,215.39
04/22/2020,80,SOUTH PARK,210.74
04/22/2020,65,TARZANA,210.52
04/22/2020,36,VERMONT KNOLLS,209.3
04/22/2020,9,LONGWOOD,209.11
04/22/2020,81,CENTRAL,207.73
04/22/2020,22,SOUTH CARTHAY,207.65
04/22/2020,9,MARINA PENINSULA,206.42
04/22/2020,37,HARVARD HEIGHTS,205.16
04/22/2020,191,VAN NUYS,204.95
04/22/2020,58,LITTLE BANGLADESH,204.64
04/22/2020,61,VALLEY GLEN,203.22
04/22/2020,49,MISSION HILLS,203.12
04/22/2020,104,KOREATOWN,201.19
04/22/2020,62,BRENTWOOD,200.29
04/22/2020,9,LAFAYETTE SQUARE,197.41
04/22/2020,151,PACOIMA,196.16
04/22/2020,85,PALMS,193.72
04/22/2020,66,ARLETA,192.03
04/22/2020,86,EXPOSITION PARK,191.46
04/22/2020,7,VIEW HEIGHTS,189.5
04/22/2020,55,HOLLYWOOD HILLS,186.86
04/22/2020,143,RESEDA,186.64
04/22/2020,20,GRAMERCY PLACE,185.8
04/22/2020,23,ALSACE,184.81
04/22/2020,16,FIGUEROA PARK SQUARE,183.47
04/22/2020,95,WINNETKA,183.45
04/22/2020,69,HARVARD PARK,181.89
04/22/2020,86,FLORENCE-FIRESTONE,181.26
04/22/2020,32,MIRACLE MILE,177.93
04/22/2020,68,EAGLE ROCK,171.76
04/22/2020,26,LEIMERT PARK,170.66
04/22/2020,70,VERMONT VISTA,169.96
04/22/2020,57,CENTURY PALMS/COVE,168.81
04/22/2020,12,CADILLAC-CORNING,168.52
04/22/2020,70,EL SERENO,167.43
04/22/2020,36,GREEN MEADOWS,167.4
04/22/2020,101,NORTH HILLS,164.03
04/22/2020,45,UNIVERSITY PARK,163.9
04/22/2020,15,CHEVIOT HILLS,163.56
04/22/2020,73,ENCINO,161.6
04/22/2020,58,WHOLESALE DISTRICT,160.54
04/22/2020,23,CLOVERDALE/COCHRAN,158.04
04/22/2020,79,WILSHIRE CENTER,157.46
04/22/2020,16,ELYSIAN VALLEY,157.31
04/22/2020,58,CHATSWORTH,156.5
04/22/2020,109,NORTHRIDGE,156.17
04/22/2020,33,PACIFIC PALISADES,155
04/22/2020,10,RANCHO PARK,152.44
04/22/2020,88,GRANADA HILLS,151.23
04/22/2020,42,TUJUNGA,151.02
04/22/2020,226,NORTH HOLLYWOOD,149.25
04/22/2020,41,DOWNTOWN,149.05
04/22/2020,129,BOYLE HEIGHTS,148.47
04/22/2020,46,BALDWIN HILLS,147.79
04/22/2020,77,SUN VALLEY,146.71
04/22/2020,16,PLAYA VISTA,146.16
04/22/2020,62,WATTS,145.29
04/22/2020,43,DEL REY,143.64
04/22/2020,6,REYNIER VILLAGE,141.91
04/22/2020,96,WOODLAND HILLS,141.06
04/22/2020,30,LOS FELIZ,138.84
04/22/2020,39,HYDE PARK,136.65
04/22/2020,44,LINCOLN HEIGHTS,134.98
04/22/2020,104,SAN PEDRO,133.27
04/22/2020,6,ST ELMO VILLAGE,130.89
04/22/2020,49,WEST LOS ANGELES,130.19
04/22/2020,19,ATWATER VILLAGE,129.55
04/22/2020,46,PORTER RANCH,129.26
04/22/2020,31,MT. WASHINGTON,128.39
04/22/2020,54,LAKE BALBOA,127.94
04/22/2020,7,ELYSIAN PARK,122.55
04/22/2020,12,THAI TOWN,122.34
04/22/2020,6,WELLINGTON SQUARE,122.08
04/22/2020,59,HIGHLAND PARK,121.92
04/22/2020,41,VENICE,121
04/22/2020,27,STUDIO CITY,120.32
04/22/2020,102,SHERMAN OAKS,116.9
04/22/2020,33,HARBOR CITY,113.52
04/22/2020,49,HARBOR GATEWAY,112.39
04/22/2020,46,MAR VISTA,108.31
04/22/2020,61,WILMINGTON,107.99
04/22/2020,9,MANCHESTER SQUARE,105.44
04/22/2020,54,WESTCHESTER,104.65
04/22/2020,9,TOLUCA LAKE,103.4
04/22/2020,0,HARBOR PINES,0
04/22/2020,0,BROOKSIDE,0
04/22/2020,0,SYCAMORE SQUARE,0
04/22/2020,0,ANGELES NATIONAL FOREST,0
